,_id,full_name,email,ssn,ip_address,gender_raw,date_of_birth_raw,zip_code,annual_income_raw,credit_history_months,debt_to_income,savings_balance,total_spend,alcohol_spend,gambling_spend,had_adult_entertainment_raw,loan_approved,interest_rate,approved_amount,rejection_reason,processing_timestamp
10,app_309,Patricia Carter,patricia.carter75@gmail.com,392-82-4407,192.168.231.120,Female,1970-10-01,90250,63000,99,0.37,21769,1314,0,0,False,True,5.1,72000.0,,
11,app_320,Jason Brown,jason.brown65@icloud.com,222-48-1592,192.168.52.13,Male,01/12/1978,90286,168000,58,0.35,13088,1109,0,0,False,True,5.9,71000.0,,
12,app_007,Emma Clark,emma.clark14@protonmail.com,191-40-8079,192.168.11.34,Female,1989-06-13,90284,92000,77,0.08,21353,706,0,0,False,True,5.2,27000.0,,
13,app_439,Benjamin Jackson,benjamin.jackson34@gmail.com,807-60-7784,192.168.98.253,Male,1976-04-19,10019,87000,72,0.12,50675,1620,0,0,False,True,4.2,61000.0,,
14,app_307,Joseph Lee,joseph.lee69@aol.com,178-35-6543,10.189.246.72,M,1990/07/26,10097,53000,83,0.1,17420,482,0,0,False,True,6.1,57000.0,,
15,app_064,Paul Martin,paul.martin91@yahoo.com,500-65-1608,192.168.73.18,Male,1992-06-22,10009,81000,64,0.37,40674,842,0,0,False,False,,,algorithm_risk_score,
16,app_101,Sandra Smith,sandra.smith99@icloud.com,937-72-8731,172.30.237.98,Female,1997-03-23,90255,55000,0,0.3,15364,991,0,0,False,False,,,algorithm_risk_score,
17,app_133,Frank Harris,frank.harris11@outlook.com,507-24-3732,172.25.65.254,Male,1989-10-07,10022,70000,72,0.16,33883,726,0,0,False,False,,,algorithm_risk_score,
18,app_214,Christine Miller,christine.miller65@mail.com,929-57-7649,172.17.208.126,Female,1962-08-26,90277,116000,84,0.31,41962,786,0,0,False,True,4.1,57000.0,,
19,app_078,Rebecca Wilson,rebecca.wilson4@gmail.com,854-84-6365,172.30.31.154,Female,1997-02-25,90299,47000,19,0.26,14054,294,0,0,False,False,,,insufficient_credit_history,
20,app_317,Stephen Mitchell,stephen.mitchell26@yahoo.com,805-56-9241,172.16.60.139,Male,1981-10-27,10057,45000,105,0.22,19039,771,0,0,False,True,4.9,80000.0,,
21,app_173,Sarah Hall,sarah.hall95@hotmail.com,131-14-4051,10.168.245.226,Female,18/07/1979,90277,115000,60,0.05,62581,1537,0,0,False,False,,,algorithm_risk_score,2024-01-15T00:00:00Z
22,app_352,Deborah Miller,deborah.miller59@aol.com,514-30-3461,10.149.249.118,F,1961-11-04,90209,104000,110,0.32,25826,741,0,0,False,True,4.4,58000.0,,
23,app_289,Alexander Thompson,alexander.thompson21@mail.com,161-62-3645,10.115.225.196,M,20/04/1979,10080,77000,93,0.42,33650,361,0,0,False,True,4.1,29000.0,,
24,app_458,Frank Rivera,frank.rivera78@gmail.com,493-26-1934,192.168.143.14,Male,1978-02-16,10006,90000,45,0.37,28672,671,247,0,False,True,4.3,45000.0,,
25,app_080,James Torres,james.torres4@yahoo.com,951-51-4647,10.222.104.77,M,1989-08-01,10075,111000,58,0.39,18138,1135,0,0,False,True,3.1,37000.0,,
26,app_075,Margaret Williams,,,,,,,61000,29,0.15,25894,1062,0,0,False,True,5.1,22000.0,,
27,app_212,Amy Flores,amy.flores63@outlook.com,654-72-8456,172.17.7.50,Female,1997-12-09,90231,50000,25,0.2,20787,81,0,0,False,False,,,algorithm_risk_score,
28,app_369,Patricia Nelson,patricia.nelson33@protonmail.com,557-16-4712,172.24.111.38,Female,1985-01-03,90259,102000,35,0.17,33980,933,0,0,False,False,,,algorithm_risk_score,
29,app_452,Nancy Young,nancy.young58@protonmail.com,645-69-5977,192.168.219.132,F,1994-03-25,90221,66000,67,0.07,24654,1108,0,0,False,False,,,algorithm_risk_score,
30,app_127,Brandon Taylor,brandon.taylor17@yahoo.com,708-16-1511,172.22.250.112,Male,1968-12-30,90261,73000,78,0.15,28164,1699,0,0,False,True,5.9,53000.0,,
31,app_167,Emma Williams,emma.williams6@icloud.com,406-96-8493,172.31.200.173,F,1983-05-10,90214,105000,32,0.17,55374,1106,0,0,False,False,,,algorithm_risk_score,2024-01-15T00:00:00Z
32,app_274,Samantha Williams,samantha.williams57@icloud.com,437-17-2802,10.182.73.70,Female,1986/11/20,90235,89000,51,0.39,27953,729,0,0,False,True,5.6,65000.0,,
33,app_422,Kathleen Flores,kathleen.flores42@yahoo.com,455-19-2179,192.168.210.173,Female,1981-08-17,90284,108000,80,0.37,30248,322,0,0,False,False,,,algorithm_risk_score,
34,app_280,Benjamin Thomas,benjamin.thomas34@icloud.com,235-66-1824,172.17.156.231,Male,1987-02-06,10046,57000,13,0.24,14728,275,0,0,False,False,,,insufficient_credit_history,
35,app_276,Sarah Harris,sarah.harris19@icloud.com,965-43-3270,192.168.198.87,F,1995/05/07,90260,30000,0,0.13,3388,840,0,0,False,False,,,algorithm_risk_score,
36,app_386,Angela Carter,angela.carter72@gmail.com,961-42-2857,172.21.133.119,F,03/20/1968,90283,84000,96,0.35,41312,350,0,0,False,True,4.7,66000.0,,
37,app_178,Brandon Harris,brandon.harris4@outlook.com,262-63-6057,192.168.200.5,Male,20/07/1997,10027,52000,44,0.13,20921,759,0,0,False,True,3.8,44000.0,,2024-01-15T00:00:00Z
38,app_441,Katherine King,katherine.king17@outlook.com,568-34-9570,192.168.25.187,Female,1986-12-05,90268,110000,20,0.12,23593,894,0,0,False,True,2.6,74000.0,,
39,app_285,Elizabeth Garcia,elizabeth.garcia70@mail.com,105-34-6367,192.168.188.222,Female,1987/06/28,90226,75000,16,0.17,13622,869,0,0,False,True,2.5,48000.0,,
40,app_232,Susan Williams,susan.williams56@protonmail.com,990-44-6079,192.168.82.109,Female,1985-03-04,90218,129000,60,0.1,31187,826,0,0,False,True,2.8,48000.0,,
41,app_420,Betty Allen,betty.allen48@gmail.com,543-66-7870,172.24.54.162,Female,1988/04/06,10087,81000,23,0.14,19007,65,0,0,False,True,3.4,66000.0,,
42,app_130,Jennifer Wright,jennifer.wright10@mail.com,286-43-9771,172.27.3.208,Female,03/10/1981,90252,135000,62,0.09,30902,2073,0,0,False,False,,,algorithm_risk_score,
43,app_169,Brian Brown,brian.brown29@icloud.com,566-85-7180,10.10.233.92,Male,1986-12-06,10014,85000,45,0.11,61833,623,0,0,False,True,4.4,28000.0,,2024-01-15T00:00:00Z
44,app_108,Timothy Thomas,timothy.thomas35@yahoo.com,829-65-3490,10.226.135.76,Male,14/06/1975,10057,93000,62,0.42,29257,383,0,0,False,True,4.2,44000.0,,
45,app_497,Patrick Wilson,patrick.wilson77@hotmail.com,655-58-3025,10.131.43.18,Male,04/20/1994,90233,48000,4,0.1,21540,423,0,0,False,False,,,algorithm_risk_score,
46,app_174,Katherine Baker,katherine.baker50@outlook.com,405-23-3195,192.168.75.133,Female,1990-01-15,90237,98000,31,0.34,34731,98,0,0,False,True,2.7,33000.0,,2024-01-15T00:00:00Z
47,app_010,Barbara Rodriguez,barbara.rodriguez33@icloud.com,624-58-7406,10.100.68.10,Female,1996-09-07,90250,44000,62,0.25,6824,866,0,0,False,False,,,algorithm_risk_score,
48,app_486,Nicholas Garcia,nicholas.garcia36@gmail.com,109-41-3092,192.168.244.27,Male,1963-09-15,10040,79000,95,0.09,35264,777,0,0,False,True,2.9,64000.0,,
49,app_367,Heather Davis,heather.davis33@icloud.com,618-61-5297,192.168.21.66,Female,04/08/1979,90212,97000,64,0.33,36196,917,0,0,False,True,2.7,76000.0,,
50,app_360,Eric Brown,eric.brown89@hotmail.com,659-91-9371,172.24.47.60,Male,1971-12-16,30007,107000,104,0.13,31281,582,0,0,False,True,2.8,53000.0,,
51,app_115,Maria Mitchell,maria.mitchell17@yahoo.com,799-16-1536,10.101.190.145,Female,1977-02-09,90294,123000,52,0.07,82257,239,0,0,False,True,3.6,23000.0,,
52,app_084,Pamela Scott,pamela.scott14@icloud.com,478-77-8200,10.162.27.170,Female,1986-03-24,90279,160000,54,0.4,78286,217,0,0,False,True,4.0,50000.0,,
53,app_491,Mary Harris,mary.harris76@protonmail.com,945-13-9714,10.78.4.251,Female,1974-01-17,10048,79000,100,0.1,30078,792,0,0,False,False,,,algorithm_risk_score,
54,app_065,Amy Sanchez,amy.sanchez67@mail.com,684-77-5305,10.60.248.190,F,1992-10-08,10070,109000,41,0.37,30645,2110,0,0,False,False,,,algorithm_risk_score,
55,app_148,Shirley Davis,shirley.davis62@icloud.com,384-17-7019,10.121.226.226,Female,1982-08-11,90261,122000,72,0.37,35207,1606,0,0,False,True,3.3,25000.0,,2024-01-15T00:00:00Z
56,app_028,Brenda Robinson,brenda.robinson48@mail.com,636-75-6279,172.21.129.236,Female,1985-09-06,10003,90000,60,0.2,38832,145,0,0,False,False,,,algorithm_risk_score,
57,app_272,Rebecca Rivera,rebecca.rivera38@outlook.com,160-39-1506,10.75.157.206,Female,1982-03-02,90227,79000,70,0.41,34365,372,0,0,False,False,,,algorithm_risk_score,
58,app_263,Jeffrey Green,jeffrey.green8@hotmail.com,183-73-3729,172.26.114.52,Male,1983-12-16,10055,153000,64,0.07,39627,372,0,0,False,True,5.0,68000.0,,
59,app_160,George Thompson,george.thompson36@aol.com,904-48-6710,192.168.48.92,Male,29/12/1982,10056,80000,18,0.18,58748,1011,0,0,False,True,2.8,31000.0,,2024-01-15T00:00:00Z
60,app_228,Emily Walker,emily.walker42@outlook.com,175-63-6572,192.168.253.184,Female,14/12/1987,90280,70000,58,0.42,25883,996,0,0,False,True,3.5,35000.0,,
61,app_076,Sarah Taylor,sarah.taylor74@icloud.com,773-71-1401,172.27.159.52,Female,1990-12-28,90285,66000,35,0.43,13607,801,0,0,False,False,,,insufficient_credit_history,
62,app_410,Edward Mitchell,edward.mitchell78@hotmail.com,330-61-3858,192.168.30.200,Male,1995-06-21,10051,66000,6,0.24,30498,1038,638,0,False,True,4.9,41000.0,,
63,app_208,James Martin,james.martin69@hotmail.com,155-19-6776,172.17.130.224,Male,1966-10-28,10061,97000,92,0.34,21594,909,0,0,False,True,2.8,26000.0,,
64,app_279,Joseph Scott,joseph.scott2@yahoo.com,448-37-9481,172.18.113.220,M,1982-12-11,30012,75000,76,0.39,4974,1707,0,0,False,True,5.4,15000.0,,
65,app_241,Helen Anderson,helen.anderson61@mail.com,852-81-4532,192.168.33.162,Female,1964-07-10,90230,96000,103,0.44,31709,1077,0,0,False,True,5.8,18000.0,,
66,app_054,Jack Martin,jack.martin17@protonmail.com,944-51-9855,192.168.146.66,Male,1995-12-10,10043,86000,16,0.26,28260,566,0,0,False,True,6.3,61000.0,,
67,app_195,Mark Campbell,mark.campbell36@aol.com,730-25-4224,192.168.3.184,Male,1992-03-26,10005,61000,0,0.29,19373,1550,0,0,True,True,5.1,77000.0,,2024-01-15T00:00:00Z
68,app_015,Michael Lopez,michael.lopez67@yahoo.com,752-48-9134,192.168.244.94,Male,1985-11-09,10061,118000,96,0.4,76692,1269,0,0,False,False,,,algorithm_risk_score,
69,app_039,Robert Anderson,robert.anderson1@hotmail.com,892-10-2689,192.168.126.225,Male,30/09/1978,90249,137000,73,0.29,62951,513,0,0,False,False,,,algorithm_risk_score,
70,app_492,Cynthia Garcia,cynthia.garcia42@mail.com,809-99-1251,172.25.153.215,Female,1994/03/03,90225,46000,0,0.09,9578,915,0,339,False,False,,,algorithm_risk_score,
71,app_093,Margaret Allen,margaret.allen89@yahoo.com,343-37-9988,172.20.198.144,F,1983-01-01,90230,137000,36,0.08,16139,1195,0,0,False,True,6.1,59000.0,,
72,app_356,Gary Davis,gary.davis57@gmail.com,291-94-4709,10.171.154.188,Male,1987-01-17,10058,69000,67,0.4,28596,171,0,0,False,True,5.9,37000.0,,
73,app_164,Brian Brown,brian.brown61@yahoo.com,586-29-4288,192.168.240.12,Male,1978-10-04,10004,101000,117,0.14,34221,1446,0,0,False,True,4.1,62000.0,,2024-01-15T00:00:00Z
74,app_372,Kathleen Mitchell,kathleen.mitchell10@outlook.com,381-49-1110,192.168.116.86,Female,11/03/1967,90229,77000,115,0.22,22843,582,0,0,False,False,,,algorithm_risk_score,
75,app_460,Helen Ramirez,helen.ramirez17@yahoo.com,993-57-7662,10.10.20.83,Female,1988-05-31,90266,85000,19,0.41,28777,438,0,0,False,False,,,insufficient_credit_history,
76,app_436,Amanda Torres,amanda.torres59@gmail.com,135-51-1195,172.18.137.22,F,1998-06-02,90217,,35,0.13,10311,339,0,0,False,True,3.9,63000.0,,
77,app_392,Emma Johnson,emma.johnson73@yahoo.com,518-98-9708,192.168.52.95,Female,28/11/1998,90217,56000,0,0.16,25551,68,0,0,False,True,4.5,39000.0,,
78,app_264,Stephen Wright,stephen.wright37@yahoo.com,988-31-5993,172.20.59.38,Male,1996/04/07,10063,50000,19,0.23,17902,802,0,0,False,True,4.3,39000.0,,
79,app_032,Andrew Martinez,andrew.martinez39@outlook.com,788-38-3158,172.26.119.18,Male,1982-09-29,30019,124000,72,0.07,24282,2441,0,0,True,True,5.5,75000.0,,
80,app_483,Michael Sanchez,michael.sanchez85@aol.com,871-12-1159,192.168.5.114,M,1975-09-11,10047,99000,44,0.07,27423,474,0,0,False,True,6.5,80000.0,,
81,app_008,Karen Martin,karen.martin3@outlook.com,351-97-8739,10.234.196.212,Female,1993-07-12,90244,80000,24,0.43,22882,881,0,0,False,True,3.6,51000.0,,
82,app_419,Timothy Hernandez,timothy.hernandez1@outlook.com,937-93-2440,172.30.247.166,Male,1987-09-18,10096,125000,5,0.24,63180,966,0,0,False,False,,,algorithm_risk_score,
83,app_442,Amanda Wright,amanda.wright91@mail.com,735-49-5306,192.168.34.15,Female,1972-12-18,90232,58000,88,0.11,13402,536,0,0,False,False,,,algorithm_risk_score,
84,app_493,Katherine Jones,katherine.jones30@hotmail.com,815-55-6710,172.28.130.54,Female,1973-01-23,90245,100000,99,0.25,34716,1175,0,0,False,True,4.1,24000.0,,
85,app_416,Samuel Davis,samuel.davis97@mail.com,119-56-1715,10.203.158.136,Male,1981-10-11,10066,100000,59,0.2,46148,1528,0,0,False,False,,,algorithm_risk_score,
86,app_119,Amy Hernandez,amy.hernandez98@protonmail.com,595-13-3321,172.30.159.145,Female,1991-12-21,90216,74000,0,0.45,24617,761,0,0,False,False,,,algorithm_risk_score,
87,app_240,Maria Wright,maria.wright71@protonmail.com,391-67-6469,192.168.197.60,Female,1974-11-27,90209,130000,83,0.14,59062,778,0,0,False,False,,,algorithm_risk_score,
88,app_154,Michelle Perez,michelle.perez39@protonmail.com,372-23-4447,192.168.101.97,Female,12/16/1985,30015,119000,65,0.09,86849,60,0,0,False,True,6.5,15000.0,,2024-01-15T00:00:00Z
89,app_166,Amy Harris,amy.harris92@mail.com,262-99-5707,192.168.208.6,Female,1978-08-03,90247,118000,54,0.13,35023,685,0,0,False,False,,,algorithm_risk_score,2024-01-15T00:00:00Z
90,app_100,George Campbell,george.campbell53@outlook.com,438-48-3242,172.29.10.254,M,1962-05-01,10001,79000,99,0.22,36346,647,0,0,False,True,2.8,19000.0,,
91,app_107,George Garcia,george.garcia38@outlook.com,565-34-4484,172.30.66.2,M,1960-01-12,10087,91000,105,0.3,37143,1438,0,0,False,False,,,algorithm_risk_score,
92,app_088,Susan Martinez,susan.martinez83@protonmail.com,780-24-9300,172.23.224.13,F,1986-10-15,90229,55000,55,0.43,29118,339,0,0,False,False,,,algorithm_risk_score,
93,app_114,Shirley Thompson,shirley.thompson14@hotmail.com,841-69-3137,172.20.125.54,Female,1991/03/01,90204,75000,52,0.12,23554,1080,0,0,False,True,3.9,50000.0,,
94,app_421,Donald Baker,donald.baker60@icloud.com,344-50-4287,192.168.147.249,Male,1982-07-17,10027,,44,0.06,5018,1424,0,0,False,True,6.0,45000.0,,
95,app_323,Michael Thompson,michael.thompson45@gmail.com,862-33-2796,172.26.169.208,Male,08/11/1981,10090,113000,92,0.4,27746,198,0,0,False,True,3.9,80000.0,,
96,app_288,Susan Young,susan.young22@mail.com,159-19-1765,192.168.114.250,Female,1962-11-05,90252,88000,71,0.27,23054,434,0,0,False,True,5.5,67000.0,,
97,app_396,Katherine Harris,katherine.harris16@outlook.com,174-24-9597,10.14.75.95,Female,1976-01-28,10027,96000,124,0.2,33232,1188,0,0,False,True,5.4,40000.0,,
98,app_371,Sarah Walker,sarah.walker95@mail.com,142-97-2132,10.57.113.229,Female,1995-02-23,90250,76000,12,0.11,59032,1003,0,0,False,False,,,algorithm_risk_score,
99,app_479,Sandra Jones,sandra.jones59@outlook.com,424-34-1670,172.25.239.70,F,1983/11/08,90205,,56,0.11,15630,136,0,0,False,False,,,algorithm_risk_score,
100,app_149,Linda Nguyen,linda.nguyen56@protonmail.com,183-95-4538,10.251.107.38,Female,1978-11-10,90224,132000,72,0.2,48329,946,0,0,False,True,5.1,29000.0,,2024-01-15T00:00:00Z
101,app_260,Thomas Hill,thomas.hill26@aol.com,855-44-3925,10.149.26.211,M,09/10/1967,10035,36000,66,0.2,1358,1135,0,0,False,False,,,algorithm_risk_score,
102,app_079,Elizabeth Hernandez,elizabeth.hernandez71@yahoo.com,112-96-1187,192.168.93.154,Female,1972-12-28,90280,97000,102,0.31,32958,1563,0,0,False,False,,,high_dti_ratio,
103,app_251,Daniel Nelson,daniel.nelson71@protonmail.com,418-57-7031,192.168.70.66,Male,1984-12-25,10096,98000,19,0.31,27789,1788,0,0,False,False,,,algorithm_risk_score,
104,app_404,Thomas Mitchell,thomas.mitchell21@aol.com,543-21-6993,172.30.59.137,Male,1985-11-10,10017,91000,31,0.32,2729,1166,0,0,False,True,5.9,69000.0,,
105,app_247,Dorothy Torres,dorothy.torres17@aol.com,850-95-2871,192.168.138.165,Female,1999/06/16,90231,64000,0,0.21,22335,1124,0,0,False,False,,,algorithm_risk_score,
106,app_162,Eric Rodriguez,eric.rodriguez1@hotmail.com,122-21-5695,10.53.239.200,Male,1991-12-11,10066,55000,47,0.3,10407,1117,0,0,False,True,2.7,71000.0,,2024-01-15T00:00:00Z
107,app_029,Rebecca Jackson,rebecca.jackson30@icloud.com,756-86-3510,172.31.169.14,F,2001-03-23,10035,46000,37,0.45,23075,258,0,0,False,True,3.1,48000.0,,
108,app_345,Justin White,justin.white92@yahoo.com,845-23-1957,192.168.91.204,Male,1978-08-20,10041,60000,42,0.34,25288,122,0,0,False,False,,,algorithm_risk_score,
109,app_059,Jack Lewis,jack.lewis27@hotmail.com,134-13-3673,10.132.239.142,Male,1992/11/21,10029,103000,50,0.3,40581,234,0,0,False,False,,,algorithm_risk_score,
110,app_484,Samuel Green,samuel.green79@gmail.com,497-67-8063,10.113.219.15,Male,1990-08-10,10001,69000,27,0.27,10775,979,0,0,False,True,3.2,34000.0,,
111,app_346,Gary Martinez,gary.martinez58@protonmail.com,986-28-6936,172.21.15.191,Male,1979-10-29,90276,140000,60,0.25,38125,752,0,0,False,False,,,algorithm_risk_score,
112,app_297,Daniel Green,daniel.green70@gmail.com,845-77-4845,172.29.27.236,Male,02/18/1983,10028,81000,84,0.38,30102,1590,0,0,False,True,3.5,58000.0,,
113,app_223,Edward Nguyen,edward.nguyen90@yahoo.com,728-35-5170,10.162.20.136,Male,2000/12/28,10040,57000,0,0.26,4528,112,0,0,False,True,5.1,40000.0,,
114,app_052,Kenneth Campbell,kenneth.campbell16@protonmail.com,255-10-9021,192.168.174.67,Male,1965-05-05,10052,91000,119,0.11,38008,328,0,0,False,True,3.0,22000.0,,
115,app_261,Raymond Hall,raymond.hall45@hotmail.com,129-78-7265,10.137.212.135,M,12/28/1972,10041,63000,59,0.38,23287,604,0,0,False,False,,,algorithm_risk_score,
116,app_407,Jacob Ramirez,jacob.ramirez30@aol.com,458-36-1005,192.168.53.145,Male,1990/11/09,10076,74000,31,0.26,32341,1439,0,0,False,False,,,algorithm_risk_score,
117,app_014,Pamela Gonzalez,pamela.gonzalez4@mail.com,622-41-3198,192.168.120.82,Female,14/01/1995,10086,112000,35,0.45,9647,339,0,0,False,False,,,algorithm_risk_score,
118,app_143,David Wilson,david.wilson94@hotmail.com,855-76-9652,192.168.180.240,Male,1958-12-21,10048,66000,113,0.28,23503,791,0,0,False,True,6.4,66000.0,,2024-01-15T00:00:00Z
119,app_036,Betty Hall,betty.hall38@hotmail.com,427-27-7779,10.141.198.139,Female,1988-03-31,90227,141000,18,0.4,77318,723,0,0,False,True,3.3,49000.0,,
120,app_145,Carolyn Robinson,carolyn.robinson18@outlook.com,887-80-6350,10.99.68.231,Female,04/10/1990,90297,85000,26,0.43,17930,826,0,0,False,False,,,algorithm_risk_score,2024-01-15T00:00:00Z
121,app_128,Thomas Scott,thomas.scott58@mail.com,857-88-7567,10.5.184.205,Male,1985-04-02,10078,94000,81,0.4,73842,199,0,0,False,False,,,high_dti_ratio,
122,app_016,Gary Wilson,gary.wilson85@yahoo.com,780-24-9300,192.168.20.42,M,1959-12-11,10091,123000,71,0.37,86599,485,0,0,False,False,,,algorithm_risk_score,
123,app_144,Nicholas Taylor,nicholas.taylor14@icloud.com,745-28-4842,10.176.136.112,Male,1996-09-14,10024,56000,0,0.27,23970,513,0,0,False,True,6.2,39000.0,,2024-01-15T00:00:00Z
124,app_134,Brandon Moore,brandon.moore99@aol.com,714-64-1550,10.236.143.233,Male,06/10/1993,10048,98000,60,0.12,24889,595,0,0,False,True,6.0,69000.0,,
125,app_238,Andrew Carter,andrew.carter41@protonmail.com,760-94-9485,10.39.210.182,Male,11/03/1988,10057,131000,112,0.17,65612,2094,0,0,False,False,,,algorithm_risk_score,
126,app_270,Debra Flores,debra.flores69@protonmail.com,911-30-4999,172.24.233.43,Female,1993-10-19,10098,58000,78,0.24,14687,150,0,0,False,False,,,algorithm_risk_score,
127,app_151,James Young,james.young39@outlook.com,582-51-4265,192.168.53.146,M,1988-01-11,10019,124000,59,0.4,53225,786,0,0,False,False,,,algorithm_risk_score,2024-01-15T00:00:00Z
128,app_382,Charles White,charles.white70@aol.com,160-88-7527,192.168.185.92,Male,1994-10-01,10091,102000,12,0.42,26781,1798,0,0,False,True,5.8,22000.0,,
129,app_351,Gary Young,gary.young30@outlook.com,542-27-3301,10.156.74.115,Male,1995-04-14,30029,67000,9,0.12,26062,809,0,0,False,False,,,algorithm_risk_score,2025-12-01T00:00:00Z
130,app_071,Debra Wilson,debra.wilson10@mail.com,542-49-2109,192.168.24.61,F,1978-02-03,90208,134000,69,0.07,72178,1596,0,0,False,True,3.8,54000.0,,
131,app_057,Betty Smith,betty.smith71@yahoo.com,848-93-7847,10.30.94.229,Female,1990/11/08,90255,70000,42,0.15,38800,808,0,0,False,True,2.5,55000.0,,
132,app_278,Sarah Gonzalez,sarah.gonzalez66@yahoo.com,975-14-1465,10.133.35.59,Female,1997-05-21,10024,56000,0,0.28,9221,414,0,0,False,False,,,algorithm_risk_score,
133,app_391,Jeffrey Perez,jeffrey.perez3@outlook.com,749-47-1082,192.168.93.38,Male,29/03/1963,10044,69000,131,0.19,37029,461,0,0,False,True,4.9,65000.0,,
134,app_271,Katherine Lopez,katherine.lopez84@gmail.com,696-78-1129,192.168.120.3,Female,07/28/1988,90273,95000,44,0.35,34950,128,0,0,False,True,5.8,17000.0,,
135,app_170,Ryan Lopez,ryan.lopez76@outlook.com,907-21-8853,10.160.161.230,Male,1990-02-19,30015,75000,40,0.18,10709,1395,0,0,False,True,3.3,79000.0,,2024-01-15T00:00:00Z
136,app_005,Christine Mitchell,christine.mitchell3@outlook.com,400-91-8156,172.25.44.173,Female,1960/06/19,90296,39000,76,0.06,15011,585,0,0,False,False,,,algorithm_risk_score,
137,app_043,Daniel King,daniel.king27@mail.com,166-23-2000,10.204.248.60,Male,1985-08-17,10038,131000,-10,0.06,53098,862,0,0,False,True,3.9,68000.0,,
138,app_204,Jonathan Carter,mike johnson@gmail.com,972-81-1928,10.77.72.174,Male,1983-04-12,90256,81000,63,0.22,14018,778,0,0,False,False,,,algorithm_risk_score,
139,app_465,James Rivera,james.rivera15@outlook.com,853-96-1952,192.168.175.28,Male,1972-05-29,10041,72000,89,0.32,27863,205,0,0,False,True,5.7,20000.0,,
140,app_448,Susan Flores,susan.flores60@mail.com,383-48-9078,172.26.210.172,Female,1983-12-17,90221,57000,22,0.23,12120,83,0,0,False,True,6.4,47000.0,,
141,app_463,Emma Clark,emma.clark61@outlook.com,976-47-3536,10.194.129.196,Female,1975-04-26,90205,,50,0.29,66878,919,0,0,False,False,,,algorithm_risk_score,
142,app_109,Anna Davis,anna.davis94@mail.com,239-98-1268,10.105.58.146,Female,2000-01-03,90278,47000,27,0.23,17289,1554,0,0,False,True,4.0,17000.0,,
143,app_444,Brandon Brown,brandon.brown2@hotmail.com,761-72-9912,10.4.242.163,Male,1981/10/28,10077,91000,56,0.23,28670,1103,0,0,False,True,5.5,59000.0,,
144,app_412,Alexander Wright,alexander.wright47@hotmail.com,912-89-2986,10.158.159.60,Male,1997-02-16,10096,53000,61,0.43,25452,334,0,0,False,False,,,high_dti_ratio,
145,app_092,Linda Jones,linda.jones69@hotmail.com,671-44-4118,10.218.56.39,Female,1997-09-29,90222,22000,31,0.4,14473,330,0,0,False,True,5.5,29000.0,,
146,app_135,Laura Wilson,laura.wilson90@outlook.com,754-90-5869,10.172.73.55,Female,1986-10-23,90202,65000,92,0.22,9369,477,0,0,False,False,,,algorithm_risk_score,
147,app_104,Maria Adams,maria.adams22@aol.com,186-65-7168,10.130.39.7,Female,1972-09-25,90254,84000,85,0.35,32846,425,0,0,False,True,3.6,76000.0,,
148,app_394,Karen Robinson,karen.robinson34@gmail.com,949-81-1792,192.168.66.232,Female,1998-09-02,90271,61000,54,0.16,16646,940,0,0,False,False,,,algorithm_risk_score,
